IMO Number;Type of Vessel;Gross Tonnage;Year of Built;Flag;Port of Registry;INTLREG Class ID;Owner;Representatives;Call Sign;Classification;Areas in which ship is certified;Ship Builders;Place of Built;Hull Material;Net Tonnage;Deadweight;Length (m);Depth (m);Draft (m);Passengers No.;Engine Type/ No of Engines;Number of Shaft
8712221;General Cargo Ship;1934;DEC 1987;Cameroon;Port of Kribi;20NDG003;Jih Lung International Trading Co.,Ltd;20NDG003; TJMC96;IS;A1+A2;ASAKAWA SHIP BUILDING CO., LTD, JAPAN;ASAKAWA SHIP BUILDING CO., LTD, JAPAN;Steel;1222;;82.280;6.000;7.500;0;  /  1;1
8637031;Accommodation barge;3135;AUG 1991;St Kitts & Nevis;Basseterre;21SNB001;The Sinbad Navigation Company DMCC;21SNB001;V4JX4;DNV;A1+A2+A3;SINGAPORE;SINGAPORE;Steel;1105;3000.000;89.000;4.000;2.880;0;  /  0;0
NA;Crane Barge;2119;JAN 2014;Panama;Panama;21INC002;Shreeji Shipping;21INC002;HPEP;IRS;A1;Hind Marine Works;India;Steel;636;3000.000;57.600;5.000;3.350;0;--  /  1;0
9254379;Anchor handling tug supply;6536;APR 2004;Barbados;Bridgetown;23IYA005;W-SERVICE MARITIME Co FZE;23IYA005;8PEO4;RMS;A1+A2+A3;;;;1960;4597.000;90.300;9.500;7.800;70;  /  0;0
9144627;Fishing Vessel;305;DEC 1998;Senegal;Port of Dakar;21IFF007;HISEPEC;21IFF007;6WKN;BV;A1;;;;92;157.000;27.680;5.400;3.350;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;3387;JAN 2006;Nigeria;Lagos ;21SND001;SIFAX Marine Limited;21SND001;;Others;;P.T. BRITOIL OFFSHORE ;INDONESIA;Steel;1016;7971.000;86.010;5.500;4.350;0;  /  0;0
NA;Passenger Ferry;600;JAN 2020;Uganda;Port Bell;22UPE001;Uganda National Roads Authority;22UPE001;;None Or Unclassed;;;;;0;;;;;0;  /  0;0
7900429;Fishing Vessel;665;FEB 1979;Oman;Sultan Qaboos;05NFA010;Century Star LLC;05NFA010;A4DL3;IS;A1;Kanasashi Shipbuilding Co., Ltd;Japan;Steel;269;530.000;49.490;4.050;3.600;0;4 stroke  /  1;1
NA;Crew Boat;90;JAN 1987;Nigeria;Lagos ;19OOE090;Selzas Integrated Services Limited;19OOE090;5NUH;None Or Unclassed;;SUMIDAGAWA ZOESENSHO LTD.;JAPAN;Aluminium Alloy;27;;26.980;2.700;1.080;0;4 stroke  /  2;2
9207376;Tug/Supply Vessel;270;OCT 1999;Nigeria;Lagos ;19IYT132;Kentucky Oil Nigeria Ltd;19IYT132;5NMZ2;BV;A1+A2+A3;Tuong Aik Shipyard Sdn Bhd ;Malaysia;Steel;81;612.000;36.000;3.500;2.820;0;4 stroke  /  2;2
9241009;Other Cargo Ship - Multi Purpose;13267;DEC 2000;Panama;Panama;23IYJ001;SITC Ships Management Co Ltd;23IYJ001;H3TQ;NK;A1+A2+A3;;;;7391;18078.000;161.850;12.900;9.060;0;  /  0;1
8223062;General Cargo Ship;1945;JUN 1983;Cameroon;Port of Limbe;19OGG383;M.A.KOUT SHIPPING S.A.;19OGG383;TJM52D;IS;A1+A2;J.J SIETAS KG SCHIFFSWERFT GMBH & CO;Germany;Steel;885;2904.000;87.950;6.750;4.670;0;4 stroke  /  1;1
7822160;Passenger/Ro-Ro Cargo Ship;13867;DEC 1980;Cameroon;Port of Douala;14IPB001;SVM HOLDING S.A;14IPB001;3COUP;LR;A1+A2+A3;Kawasaki Heavy Industries Ltd.;Japan;Steel;4160;4099.500;146.550;14.200;5.470;98;4 stroke  /  1;1
NA;Non-Propelled Tank Barge;2864;JAN 1994;Palau;Malakal Harbor;13NNB125;KASS SHIP SERVICES LTD;13NNB125;T8A2134;IS;;SABAH SHIPYARD SDN BHD, W.P. LABUAN;LABUAN;Steel;2500;;88.320;5.000;4.300;0;  /  0;0
9208124;Chemical/Oil Products Tanker;23235;JUN 2000;Palau;Malakal Harbor;22IOC007;PENINSULA ENERGY FZE;22IOC007;T8A4048;IS;A1+A2+A3;Hundai ;South Korea;Steel;10107;37418.000;182.550;16.700;11.220;0;2 stroke  /  1;1
9168257;Oil Tanker;5818;AUG 1997;Palau;Malakal Harbor;20CTY232;OCEAN ENERGY INTERNATIONAL CORP.;20CTY232;T8A3449;IS;A1+A2+A3;Higaki Zosen K.K.;JAPAN;Steel;2719;9202.170;115.440;10.500;7714.000;0;2 stroke  /  1;2
NA;Supply Boat/Vessel;3;JAN 1991;Colombia;Cartagena;21UTS002;SERVICIOS PORTUARIOS SAS (SERPORT SAS);21UTS002;HKHZ9;Others;A1;;Cartagena - Colombia;Reinforced Plastic;2;;9.100;0.930;0.730;0;  /  1;0
9017630;General Cargo Ship;5988;JAN 1993;Panama;Panama;15IGG016;NAVIS SHIPPING LLC;15IGG016;3FCQ3;NK;A1+A2+A3;;MIHO SHIPYARD CO., LTD. SHIMIZU, JAPAN;;0;;;;;0;  /  0;0
8656130;Passenger RO-RO Ferry;292;JUL 1998;Palau;Malakal Harbor;21UPP001;Sofia Shipping Ltd;21UPP001;T8A3596;RMS;A1+A2;Kanellos Bros;Greece;Steel;110;73.000;42.650;2.650;1.800;250;4 stroke  /  3;3
NA;Fishing Vessel;224;JAN 1981;Senegal;Port of Dakar;20OFA196;HISPASEN;20OFA196;;None Or Unclassed;A1;;;Steel;0;;35.800;4.050;;0;  /  0;0
9109940;General Cargo Ship;5471;AUG 1994;Palau;Malakal Harbor;22SDG011;SUN RISE SHIPPING CO. S.A.;22SDG011;T8A4096;PRS;A1+A2+A3;HIGAKI SHIPBUILDING CO. LTD.;;Steel;2898;8301.890;98.180;13.000;7.540;0;2 stroke  /  1;1
6904595;Supply Boat/Vessel;679;JUL 1969;St Kitts & Nevis;Basseterre;19NYI050;KASS SHIP SERVICES LTD;19NYI050;V4ZL3;IS;A1+A2;Verolme Scheepswerf Alblasserdam B.V.;Alblasserdam, Nerthlands;Steel;335;490.000;48.400;4.270;;0;4 stroke  /  1;0
NA;Pleasure Yacht;176;JAN 2009;St Kitts & Nevis;Basseterre;13OXY097;SOLEADO CORPORATION;13OXY097;;None Or Unclassed;;;;;0;;;;;0;  /  0;0
9379404;LPG Tanker;42897;JUN 2008;Panama;Panama;22IGB001;Dogru Yonetim Danismanligi Ltd Sti;22IGB001;3E2181;DNV;A1+A2+A3;;;;16755;54048.000;227.210;22.200;12.820;0;  /  0;0
NA;Tug;170;JAN 1982;Tanzania;Dar el Salaam;06NWT011;ALPHA LOGISTICS TZ LTD;06NWT011;5IM033;IS;A1;Damen Shipyard Ltd.;Netherlands;Steel;51;;23.970;4.050;3.730;0;Other  /  1;2
9257486;Asphalt/Bitumen Tanker;1999;OCT 2001;St Kitts & Nevis;Basseterre;21ICA001;COLIMORE SHIPPING INC.;21ICA001;V4JG4;NK;;Miura Shipbuilding Co. Ltd.;Japan;;600;2309.000;79.990;6.400;5.010;0;  /  0;0
NA;General Cargo Ship;28561;JAN 1995;St Kitts & Nevis;Basseterre;23UBA001;NATURE BLISS GROUP LIMITED;23UBA001;V4IA5;ZC;A1+A2;NA;Yugoslavia;Steel;15994;46746.600;211.500;17.430;12.200;0;Other  /  1;1
9043926;Offshore Utility Vessel;1340;JAN 1993;St Kitts & Nevis;Basseterre;20ITB096;Sinbad Shipping PTE LTD;20ITB096;V4DZ4;Others;A1+A2;Trinity Beaumont;United States;Steel;402;1112.000;63.550;5.180;4.510;0;4 stroke  /  3;2
9199830;Bulk Carrier;18036;APR 1999;Panama;Panama;18IBB034;Sofia Shipping Ltd;18IBB034;3FBR6;ABS;A1+A2+A3;OSHIMA SHIPBUILDING CO., LTD.;JAPAN;Steel;10227;;170.080;14.100;;0;  /  0;0
NA;Fishing Vessel;180;JAN 1975;Senegal;Port of Dakar;21OFF008;HISPASEN;21OFF008;;None Or Unclassed;A1+A2;;;Steel;0;;37.200;;;0;  /  0;0
NA;Tug;35.45;JAN 1966;Lebanon;Port of Beirut;06NWT012;North And South S.a.l - Beirut;06NWT012;ODVN;IS;;CAO IVIARI NA - RO;ITALY;Steel;8.86;;19.340;2.500;1.800;0;4 stroke  /  1;1
NA;Mooring Vessel;0;MAR 1996;Not Specified;Not Specified;23ODU001;ACTEON GROUP LTD;23ODU001;;None Or Unclassed;;;;Steel;0;;15.180;4.500;;0;  /  0;0
NA;Mooring Vessel;289;MAR 1996;Not Specified;Not Specified;23ODU002;ACTEON GROUP LTD;23ODU002;;None Or Unclassed;;;SINGAPORE;Steel;0;;15.180;4.500;;0;  /  0;0
7203314;Tug;581;JAN 1971;Nigeria;Lagos ;21SYY005;Keyn-Ben Nigeria Limited;21SYY005;5ONU;None Or Unclassed;A1+A2;MAIN IRON WORKS, INC. HOUMA LA.;U.S.A;Steel;174;0.000;41.150;5.790;5.160;0;2 stroke  /  2;2
NA;Passenger RO-RO Ferry;125;JAN 2015;Uganda;Port Bell;19OQF413;KALANGA INFRAESTUCTURE SERVICES LTD;19OQF413;;None Or Unclassed;A1+A2+A3;JGH MARINE A/S;TANZANIA;Steel;38;120.000;34.000;1.810;1.000;0;4 stroke  /  2;0
8716306;General Cargo Ship;6767;JAN 1988;St Kitts & Nevis;Basseterre;18NGG026;WILSON YACHT MANAGEMENT LTD;18NGG026;V4UA3;IS;A1+A2+A3;A & P Appledore (Aberdeen) Ltd ;UK;Steel;2030;3130.000;105.000;;6.000;0;4 stroke  /  2;2
7128887;Ro-Ro Cargo Ship;6748;APR 1972;Panama;Panama;22SYQ001;TNITSEA SHIPPING LTDA;22SYQ001;3EFC6;Others;A1+A2;Jos L. Meyer;Germany;Steel;2189;959.030;108.670;11.000;4.600;1422;4 stroke  /  2;2
8816340;Oil Tanker;3240;JAN 1988;St Kitts & Nevis;Basseterre;21IOH006;Al Wid Marine Services Inc.;21IOH006;V4HS4;DNV GL;A1+A2+A3;Iwagi Zosen Co Ltd - Kamijima EH ;JAPAN;;1368;;96.120;7.900;;0;  /  0;0
9149249;Chemical Tanker;27526;OCT 1998;Panama;Panama;22ICD003;STAR ADVANCE INTERNATIONAL TRADING CO LTD;22ICD003;3FFY5;BV;A1+A2+A3;BRODOGRADILISTE TROGIR;TROGIR-CROATIA;Steel;14026;47363.000;182.430;17.500;12.200;0;  /  0;1
8120911;Anchor handling tug supply;760;DEC 1982;Palau;Malakal Harbor;21IYA005;Wind Marine Service;21IYA005;T8A3713;DNV;A1+A2+A3;J.G.Hitzler Schiffwerft und Maschinenfabrik GmbH & Co. KG;Germany;Steel;228;1044.000;55.770;4.600;4.010;0;4 stroke  /  2;2
6511128;Passenger RO-RO Ferry;5762;JUN 1965;Palau;Malakal Harbor;19IQF143;Sea Star Ferries Limited;19IQF143;T8A3624;RINA;A1+A2+A3;Orenstein Koppel & Luebecker;Lubeck, Germany;Steel;1937;1199.000;99.480;5.650;0.660;270;2 stroke  /  2;2
7942128;General Cargo Ship;2466;JAN 1980;Panama;Panama;18NGG027;Onyx Gemi Isletmeciligi Ve Denizcilik Hizmetleri Tic Ltd Sti;18NGG027;3FMR7;IS;A1+A2;GORKIY, RUSSIA;RUSSIA;Steel;999;3345.000;107.500;5.500;3.810;0;4 stroke  /  2;2
NA;Pleasure Yacht;150;JAN 2012;Panama;Panama;21OXP001;Kiriaco Stepho Kiriaco;21OXP001;HP8577;None Or Unclassed;A1+A2;Shama Marine Industries ;Egypt;Reinforced Plastic;135;;35.890;3.690;1.700;0;4 stroke  /  2;2
7807720;Dredger Hopper;2820;MAY 1979;Bahrain;Bahrain;20ING003;TILT MARINE CO. W.L.L;20ING003;A9D3506;ABS;A1;SOUTHERN SHIPBUILDING CORP.;United States Of America;Steel;846;4357.000;85.650;6.550;5.350;0;4 stroke  /  2;2
9215050;Oil Tanker;61764;JUN 2001;Panama;Panama;19ITY125;Sea Trade Maritime Ltd;19ITY125;HOQX;LR;A1+A2+A3;DALIAN NEW SHIPBUILDING HEAVY INDUSTRY CO LTD;CHINA;Steel;32515;109326.000;235.000;22.200;15.450;0;2 stroke  /  1;1
9459266;Oil Tanker;28725;JAN 2011;Panama;Panama;22IOH007;SR NAVIGATION S.A;22IOH007;3FMK7;NK;A1+A2+A3;Shin Kurushima Dockyard Co. Ltd;Japan;Steel;12012;45931.000;181.530;18.700;;0;  /  0;0
NA;Supply Boat/Vessel;50.79;JAN 1982;St Kitts & Nevis;Basseterre;09OYI019;RW Marine Services PTE LTD;09OYI019;V4PK2;None Or Unclassed;;;;;0;;;;;0;  /  0;0
7925297;Passenger/Ro-Ro Cargo Ship;20028;MAY 1982;Palau;Malakal Harbor;13IQP098;DH Shipping & Management Inc;13IQP098;T8A2263;RMS;A1+A2+A3;ORESUNDSVARVET AB;SWEDEN;;6471;3800.000;159.000;8.150;;792;  /  0;2
7359278;Refrigerated Cargo Ship;1327;JAN 1975;Cameroon;Port of Kribi;18IZR053;BALTOR S.A PANAMA;18IZR053; TJMC17;RMS;A1+A2+A3;;Finland;;532;;;;;0;  /  0;1
NA;Fishing Vessel;324;JAN 1974;Senegal;Port of Dakar;21OFF005;SORECOM;21OFF005;;None Or Unclassed;A1+A2;;;Steel;0;;33.720;4.750;;0;  /  0;0
8920115;Oil Tanker;3778;JAN 1989;Panama;Panama;13NTY100;Wills International Co. Ltd;13NTY100;3EXX7;IS;A1+A2+A3;SANUKI SHIPBUILDING & IRON WORKS CO., LTD.;JAPAN;Steel;1987;6174.000;105.500;8.450;7.030;0;4 stroke  /  1;2
9277761;Chemical/Oil Products Tanker;42432;MAY 2004;Panama;Panama;21IOC005;KERUN INTERNATIONAL TRADING CO LTD;21IOC005;3E2460;DNV;A1+A2+A3;HYUNDAI HEAVY IND. CO., LTD.;ULSAN,KOREA;Steel;21821;74999.000;228.190;20.900;14.410;0;2 stroke  /  1;1
NA;Deck Loading Barge, Non-Propelled;257;JAN 1997;Bahrain;Bahrain;21IND002;AL HASSANAIN BSC CLOSED;21IND002;--;ABS;;JIANGSU GANGHUA SHIPYARD CO. LTD.;CHINA;Steel;77;169.230;36.600;2.440;;0;  /  0;0
NA;Dumb Barge;378;APR 1995;Guyana;Georgetown;19ONU155;DEONARINE SOOKRAM;19ONU155;0000753;None Or Unclassed;A1;ACARIBO NO.65, KEISTEENWEG;PARANA, SURINAME;Steel;113;;48.000;3.200;610.000;0;  /  1;0
9084267;Bulk Carrier;11263;SEP 1994;Palau;Malakal Harbor;22IBA011;FULUKA DENIZCILIK VETIC.LTD.STI;22IBA011;T8A3901;NK;A1+A2+A3;Takamatsu, Kagawa, Hull No.: 871  Year: 1994;Japan;Steel;6821;18645.000;148.270;12.200;9.280;0;2 stroke  /  1;1
7726392;Offshore Support Vessel;776;AUG 1978;Palau;Malakal Harbor;19CEO265;EASY SHIPPING INC.;19CEO265;T8A3295;BV;A1;HALTER MARINE INC ;USA;Steel;232;839.000;54.870;4.270;3.660;0;4 stroke  /  3;2
9174244;General Cargo Ship;5014;JAN 1997;Palau;Malakal Harbor;21SDG005;Daria Shipping S.A.;21SDG005;T8A3680;Others;A1+A2+A3;MURA S.B. CO. LTD.;JAPAN;Steel;3112;8501.000;100.000;9.800;7.750;0;2 stroke  /  1;1
8833881;General Cargo Ship;4966;AUG 1990;Panama;Panama;19OGG384;MS DENIZCILIK VE GEMI KIRALAMA DIS TIC LTD STI;19OGG384;3ENJ9;Others;A1+A2+A3;Krasnoye Sormovo Works, Nizhniy Gorod;Russia;Steel;1776;6277.000;139.810;6.700;4.680;0;4 stroke  /  2;2
9007001;General Cargo Ship;3978;JUL 1994;Panama;Panama;21SDG004;Sea Group Trading Company S.A.;21SDG004;3E3959;Others;A1+A2+A3;MUTZELFELDTWERFT;GERMANY;Steel;2267;5811.000;104.750;8.300;6.930;0;4 stroke  /  1;1
6504967;Barge/Pontoon;2008;JAN 1964;St Kitts & Nevis;;00INO006;C & G RENTALS LIMITED;00INO006;;LR;;Saint John Shipbuilding & Dry Dock Co Ltd - Saint John NB Yard;Saint John, NB. Canada;Steel;1057;1880.000;61.120;3.970;;0;  /  0;0
NA;Unmanned Barge;2549;JAN 1999;St Kitts & Nevis;Basseterre;10SNU001;Tortola Barge Services Ltd;10SNU001;SKN1001474;None Or Unclassed;;May Ship Repair Contracting Company ;Staten Island New York, USA;Steel;764;;76.200;4.880;3.880;0;  /  0;0
NA;Fishing Vessel;228;JAN 1964;Senegal;Port of Dakar;21OFF010;SOPASEN;21OFF010;;None Or Unclassed;;;;Steel;0;;37.500;3.930;;0;  /  0;0
9086978;Bulk Carrier;38205;JAN 1995;St Kitts & Nevis;Basseterre;23IBA026;Machtrans Ship Management Pvt Ltd;23IBA026;V4KX5;CCS;A1+A2+A3;NAMURA SHIPBUILDING CO.,LTD;JAPAN;Steel;24113;71259.000;224.940;18.800;13.650;0;Other  /  1;1
8774217;Crane Barge;1375;JUL 1992;Panama;Panama;23NNC001;Taihe Engineering Construction Ltd;23NNC001;HOA2979;IS;A1+A2;GUANG ZHOU WEN CHONG SHIPYARD;CHINA;Steel;413;1150.000;57.300;4.000;2.440;0;Other  /  2;2
9125243;Chemical/Oil Products Tanker;9383;JUN 1997;Panama;Panama;19ITN456;SINO MARINE SERVICES LIMITED;19ITN456;HOKR;BV;A1+A2+A3;SOCIETA ESERCIZIO CANTIERI S.P.A SHIPBUILDING;Italy;Steel;4616;13843.000;146.060;10.750;8.350;0;Other  /  1;0
NA;General Cargo Ship;97;APR 1975;Guyana;Georgetown;19OGG274;Dharamdeo Lall;19OGG274;0000567;None Or Unclassed;A1;STEINER SHIPYARD;ALABAMA, USA;Steel;57;;20.420;3.650;;0;4 stroke  /  2;0
9153135;Container Ship;2971;JAN 1998;St Kitts & Nevis;Basseterre;22SDG008;MAICON LOGISTICS INDUSTRY AND TRADER LIMITED COMPANY;22SDG008;V4VF4;None Or Unclassed;A1+A2+A3;KOREA TACOMA MARINE IND. LTD;MASAN , SOUTH KOREA;Steel;1857;4796.000;93.300;8.000;6.110;0;2 stroke  /  1;1
9109938;General Cargo Ship;7656;OCT 1994;Palau;Malakal Harbor;23ODG003;TARA SHIPPING COMPANY LTD.;23ODG003;T8A4230;None Or Unclassed;A1+A2+A3;HIGAKI SHIPBUILDING CO., LTD;IMABARI, JAPAN;Steel;3805;11676.000;107.800;13.200;7.430;0;  /  0;0
NA;Motor Launch;25.43;JAN 1974;St Kitts & Nevis;Basseterre;12OYL055;Great Lakes Dredge & Dock Company Llc;12OYL055;;None Or Unclassed;A1;;;;0;;;;;0;  /  0;0
9847906;Landing Craft;495;SEP 2019;Panama;Panama;20IDT001;SeaOwl France;20IDT001;HO8895;BV;A1+A2+A3;BERJAYA DOCKYARD S/B;MALAYSIA;;148;446.000;47.100;3.200;2.500;0;  /  0;0
8505941;General Cargo Ship;2367;NOV 1985;Palau;Malakal Harbor;22SDG006;Zephmar Shipping Company;22SDG006;T8A4020;Others;A1+A2;;;;1365;3810.000;87.910;7.120;5.490;0;  /  0;0
8721466;General Cargo Ship;2998;AUG 1987;Panama;Panama;19OGG494;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;19OGG494;H9CN;Others;A1+A2;Zavody Tazkeho Strojarstva, Komarno;Czechoslovakia;Steel;999;3254.000;115.790;6.000;4.130;0;4 stroke  /  2;2
8402187;Pleasure Yacht;643;OCT 1985;San Marino;San Marino;23NXP001;Offshore Solutions Unlimited;23NXP001;T7VY;IS;A1+A2;;;Steel;193;290.000;49.560;4.800;3.600;0;  /  0;0
9294240;Oil Tanker;160250;JUL 2005;Panama;Panama;21IOH019;Sea Trade Marine S.A;21IOH019;3E3546;NK;A1+A2+A3;Kawasaki Shipbuilding Corp;Japan;Steel;101450;311620.000;324.830;29.000;20.900;0;  /  0;0
NA;Hopper Barge;557;JAN 1980;Oman;Sultan Qaboos;19ONH076;SUFIYAN.S.SHAIKH;19ONH076;PSQ V 1393;None Or Unclassed;;SHIPYARD SLOB B.V. ;SLIEDREHT - NETHERLANDS;Steel;167;;56.620;3.700;1.970;0;  /  0;0
NA;Commercial Yacht;60;JAN 2016;St Kitts & Nevis;Basseterre;12OYY056;Faros Shipping Company Sarl;12OYY056;;None Or Unclassed;;;;;0;;;;;0;  /  0;0
9855616;Passenger;395;JAN 2019;Ecuador;Port of Guayaquil;19OPL030;Panakruz S.A.;19OPL030;HC6327;None Or Unclassed;A1;Marlon Rangel G;Guayaquil , Ecuador;Steel;119;66.320;43.230;3.560;1.900;20;4 stroke  /  2;2
9001057;Container Ship;3140;MAY 1991;St Kitts & Nevis;Basseterre;22IDK002;Maicon Logistic Sanayi Ve Ticaret Limited;22IDK002;V4RV4;KR;A1+A2+A3;SHINA SHIPBUILDING CO LTD;SOUTH KOREA;Steel;1276;3795.000;93.350;8.200;5.770;0;2 stroke  /  1;0
9001526;Passenger RO-RO Ferry;3240;JAN 1993;Palau;Malakal Harbor;00IQF006;DH Shipping & Management Inc;00IQF006;T8A2879;RMS;A1+A2+A3;INTERNATIONAL CATAMARANS PTY LTD;AUSTRALIA;Aluminium Alloy;972;;61.070;3.980;2.600;0;  /  0;4
9230880;Oil Tanker;161233;APR 2002;Panama;Panama;22IOA004;Tai Hong Feng Shipping Ltd;22IOA004;3E3494;LR;A1+A2+A3;Hyundai Corporation and Hyundai Heavy Industries;Korea;Steel;110526;318518.000;332.990;30.400;22.520;0;  /  0;1
9895111;Landing Craft;499;FEB 2020;Panama;Panama;21NDT001;SeaOwl France;21NDT001;HOA2209;NK;A1+A2+A3;Shin Yang Shipyard SDN. BHD.  ;MIRI - MALAYSIA;Steel;150;472.000;47.000;3.200;2.490;0;4 stroke  /  2;2
9054779;General Cargo Ship;4573;NOV 1992;Palau;Malakal Harbor;12IGG031;SL INTERNATIONAL SHIPPING CO.,LTD;12IGG031;T8A2506;IS;A1+A2+A3;Nishi Shipbuilding Co Ltd;Imabari, Ehime, Japan;Steel;2257;5849.000;95.980;10.500;6.580;0;4 stroke  /  1;1
9218181;Oil Tanker;41841;MAR 2000;Palau;Malakal Harbor;20IOH284;HONGKONG GOOD RIVERS SHIPPING LIMITED;20IOH284;T8A3516;RINA;A1+A2+A3;NAMURA SHIPBUILDING CO.,LTD;JAPAN;Steel;18451;;235.800;18.000;;0;  /  0;0
9308120;Oil Tanker;30965;FEB 2006;Panama;Panama;23IOH013;SOLATIX SHIPPING LTD;23IOH013;3E6612;ABS;A1+A2+A3;;;;14816;50400.000;189.000;20.200;13.500;0;  /  0;0
9030383;Tug;117;JAN 1990;Panama;Panama;10NWT035;;10NWT035;HO-9787;IS;A1+A2+A3;Precision Craft (88) Pte Ltd;Singapore ;Aluminium Alloy;35;183.000;27.500;2.800;1.650;0;2 stroke  /  2;0
8728062;General Cargo Ship;2516;JAN 1980;Panama;Panama;20SGG266;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;20SGG266;3FZJ6;INSB;A1+A2;ZAVODY TAZKEHO STROJARSTVA;KOMARNO, CZECHOSLOVAKIA;Steel;1097;3375.000;107.350;5.500;3.770;0;4 stroke  /  2;2
8818087;Fishing Vessel;139;OCT 1989;Senegal;Port of Dakar;21IFF004;HISEPEC;21IFF004;6WCI;BV;;;;;74;90.000;27.000;3.610;3.520;0;  /  0;0
9054767;General Cargo Ship;4573;AUG 1992;Palau;Malakal Harbor;11IGG030;Falcon Shipping Line DMCC;11IGG030;T8A2205;NK;A1+A2+A3;Nishi Shipbuilding Co Ltd;Imabari, Ehime, Japan;Steel;2257;5838.000;95.980;10.500;6.550;0;4 stroke  /  1;0
7211165;Tug;263;JAN 1972;Panama;Panama;22IYY004;Flagship Marine Management Ltd;22IYY004;3E2702;BV;A1;Ziegler;France;Steel;78;248.000;31.630;3.660;2.990;0;4 stroke  /  2;0
9231509;Oil Tanker;81085;NOV 2002;Belize;Belize City;22IOH020;Trend Shipping Ltd;22IOH020;V3MR6;DNV;A1+A2+A3;HYUNDAI HEAVY INDUSTRIES CO.,LTD.;ULSAN,KOREA;;52045;159314.000;274.480;23.100;17.070;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;295;JAN 2007;South Sudan;Juba;13NND120;Tristar Transport LLC;13NND120;;IS;;Albawardy Marine Engineering;UAE;Steel;0;;;2.400;;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;295.1;JAN 2007;South Sudan;Juba;13NND121;Tristar Transport LLC;13NND121;;IS;;Albwardy Marine Engineering;UAE;Steel;88.5;675.300;40.000;2.400;;0;  /  0;0
NA;Tug;146;JAN 2009;South Sudan;Juba;13NWT122;Tristar Transport LLC;13NWT122;;IS;;MASTER SHIPYARD;SUDAN;Steel;0;137.000;28.000;2.400;;0;2 stroke  /  3;3
9339868;Container Ship;23633;JAN 2008;Panama;Panama;21IDK001;RAFIDAIN SHIPPING INC.;21IDK001;3FSL5;DNV GL;A1+A2+A3;ZHEJIANG SHIPBUILDING CO LTD;CHINA;;10899;;;;;0;  /  0;0
9241918;Container Ship;30051;JAN 2004;Panama;Panama;20ICC068;ISHTAR SHIPPING CO LTD;20ICC068;3FGX;ABS;A1+A2+A3;STOCZNIA GDANSKA - GRUPA STOCZNIGDYNIA SA ;POLAND;;12671;;195.460;16.800;;0;  /  0;0
7319060;Tug;333;OCT 1973;Nigeria;Lagos ;17IYT002;JOGISCO NIGERIA LTD.;17IYT002;5NJL7;ABS;A1+A2;SOUTHERN SHIP BUILDING CORP.LA;U.S.A;Steel;99;0.000;32.920;4.580;3.910;0;2 stroke  /  2;2
NA;Tug;90;JAN 1970;Bahrain;Bahrain;13UYY001;Ocean Diving And Marine Services W.L.L.;13UYY001;A9D3509;Others;;C.F.BEAN INC-PLAQUEMINE;UNITED STATES OF AMERICA;Steel;27;;19.810;2.680;1.980;0;4 stroke  /  2;2
8912558;Gas Carrier/Tanker;42465;DEC 1990;Cameroon;Port of Kribi;19ITG312;Juliet Trading Ltd;19ITG312;TJM0150;IS;A1+A2+A3;KAWASAKI HEAVY INDUSTRIES,LTD.SAKAIDE WORKS;SAKAIDE,JAPAN;Steel;15519;49618.000;224.050;17.700;11.000;0;2 stroke  /  1;1
9120736;General Cargo Ship;7617;JAN 1998;St Kitts & Nevis;Basseterre;00IGG003;Sea Gate Management Co. Sa;00IGG003;V4OQ4;IS;A1+A2+A3;VARNA SHIPYARD AD,  VARNA;VARNA, BULGARIA;Steel;3520;;115.350;10.390;8.670;0;2 stroke  /  1;1
8230326;General Cargo Ship;2457;JAN 1977;Panama;Panama;20SGG249;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;20SGG249;3FNZ8;INSB;A1+A2;Slovenske Lodenice, Komarno;Czechoslovakia;Steel;1134;3375.000;107.350;5.500;3.770;0;4 stroke  /  2;2
NA;Other Non-Merchant Ship;1;AUG 2023;Palau;;23OXO001;Camelot Maritime Gemi Isletmeciligi Ltd Sti;23OXO001;;None Or Unclassed;;;;;0;;;;;0;  /  0;0
8869529;Tug;259;JAN 1993;Panama;Panama;10NWT036;TOPAZ TANKER SHIPPING INC.;10NWT036;HO9770;IS;A1;Wenzhou Dongfang Shipyard;WENZHOU, CHINA;Steel;77;;29.240;4.070;3.000;0;4 stroke  /  2;2
9249221;Container Ship;17887;AUG 2002;Panama;Panama;23IDK007;Ocean Garnet Ltd;23IDK007;H9VE;NK;A1+A2+A3;;;;6283;19309.000;181.760;13.900;9.020;0;  /  0;0
9172856;Crude Oil Tanker;159756;MAR 2000;Nigeria;Lagos ;23IOA010;White Dove Shipping Co.Ltd;23IOA010;5N2119;DNV;A1+A2+A3;Kawasaki Heavy Industries Ltd;Japan;Steel;96441;302561.000;333.000;29.300;20.880;0;4 stroke  /  1;1
