IMO Number;Type of Vessel;Gross Tonnage;Year of Built;Flag;Port of Registry;INTLREG Class ID;Owner;Representatives;Call Sign;Classification;Areas in which ship is certified;Ship Builders;Place of Built;Hull Material;Net Tonnage;Deadweight;Length (m);Depth (m);Draft (m);Passengers No.;Engine Type/ No of Engines;Number of Shaft
9017628;General Cargo Ship;5988;JAN 1992;Palau;Malakal Harbor;10IDG001;MS RIDER SHIPPING LTD.;10IDG001;T8A3538;PRS;A1+A2+A3;Miho Shipyard;Japan;Steel;3602;9743.000;113.120;11.280;8.950;0;4 stroke  /  1;1
7643203;Crew Utility/Supply Vessel;264;JAN 1976;Nigeria;Lagos ;23OYE001;MICHHARRY & COMPANY LIMITED;23OYE001;SR 1767;None Or Unclassed;A1;Breaux's bay craft Inc;USA;Aluminium Alloy;79;0.000;38.100;3.050;3.350;0;  /  0;3
8947412;Fishing Vessel;498;JAN 1998;Belize;Belize City;23OFF001;SHIP REGISTRATION AND MANAGEMENT (MAURITIUS)LTD;23OFF001;V3MF6;IS;A1+A2+A3;Fong Kuo Shipbuilding Co.,Ltd.;Taiwan;Steel;129;978.740;53.000;3.650;3.650;0;4 stroke  /  1;1
NA;Barge Carrier;884.69;FEB 2012;Peru;;19OOB500;PERENCO;19OOB500;;None Or Unclassed;;ASTILLERO INDUSTRIAS NAVALES PACIFICO E.I.R.L;Peru;Steel;546.79;1460.000;67.000;2.490;2.170;0;  /  0;0
NA;Barge Carrier;884.69;FEB 2012;Peru;;19OOB363;PERENCO;19OOB363;;None Or Unclassed;;;Pucallpa;;0;;;;;0;  /  0;0
NA;Barge Carrier;884.69;FEB 2012;Peru;;19OOB499;PERENCO;19OOB499;;None Or Unclassed;;ASTILLERO INDUSTRIAS NAVALES PACIFICO E.I.R.L;Peru;Steel;546.77;1460.000;67.000;2.490;2.170;0;  /  0;0
NA;Barge Carrier;884.69;FEB 2012;Peru;;19OOB501;PERENCO;19OOB501;;BV;;ASTILLERO INDUSTRIAS NAVALES PACIFICO E.I.R.L;Peru;Steel;546.79;1460.000;67.000;2.490;2.170;0;  /  0;0
NA;Barge Carrier;884.69;FEB 2012;Peru;;19OOB364;PERENCO;19OOB364;;None Or Unclassed;;;;;0;;;;;0;  /  0;0
8420103;General Cargo Ship;1838;SEP 1985;Palau;Malakal Harbor;22SDG003;Global Marine Shipping Lines Ltd;22SDG003;T8A3803;Others;A1+A2;;;;963;2285.000;80.600;4.650;4.170;0;2 stroke  /  1;0
8688066;Deck Cargo Ship;1076;MAR 2014;St Kitts & Nevis;Basseterre;23IDD001;Gera Shipping SA;23IDD001;V4FA5;ABS;A1;LOCA MUHENDISLIK GEMI MAKINA PLASTIK VE GIDA SAN.TIC.LTD.STI.;TURKEY;Steel;323;1250.000;71.500;3.500;1.840;0;4 stroke  /  3;3
9249075;Crude Oil Tanker;84315;JAN 2004;Panama;Panama;23IOA004;Eagle Marine Ltd;23IOA004;3E2314;BV;A1+A2+A3;;;;55656;166739.000;281.200;23.000;17.120;0;  /  0;0
9242728;Dredger Hopper;2326;MAY 2004;Tanzania – Zanzibar;Zanzibar;21ING001;Knowledge Marine & Engineering Works Limited;21ING001;5IM 879;IRS;A1+A2+A3;Cochin Shipyard Ltd;Cochin, India;Steel;698;2767.000;69.940;5.400;5.000;0;4 stroke  /  2;2
8812904;General Cargo Ship;2874;JUN 1991;Panama;Panama;21IDG009;Tschudi Ship Management AS (Valmar Sink);21IDG009;3EBN4;IRS;A1+A2+A3;Zhonghua Shipyard Shanghai ;China;Steel;1057;3181.000;91.000;7.600;4.980;0;4 stroke  /  1;1
9083134;General Cargo Ship;4962;JAN 1995;Panama;Panama;12IGG049;ROMA SHIP DENIZCILIK LOJISTIK ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI;12IGG049;3EYP8;PRS;A1+A2+A3;Yvc Ysselwerf B.V.;Netherlands;Steel;1488;5158.000;95.690;11.320;6.810;0;4 stroke  /  1;0
NA;Deck Loading Barge, Non-Propelled;1152;JAN 2004;St Kitts & Nevis;Basseterre;18NND070;K.G.C. Company Limited;18NND070;SKN1001318;IS;;OCEAN ENGINEERING ;MALAYSIA;Steel;346;;61.450;3.960;3.500;0;  /  0;0
9058696;Oil Tanker;2945;JAN 1993;Togo;Lome;12NTY050;Gold Advance Corp;12NTY050;5VFD4;IS;;;;;0;;;;;0;  /  0;0
8521244;Oil Tanker/Asphalt Carrier;2456;JAN 1988;St Kitts & Nevis;Basseterre;03CTK007;NEW ORLEANS SHIPPING LINES INC.;03CTK007;V4QG;BV;;;ITALY;;1049;;;;;0;  /  0;0
9084229;Bulk Carrier;13865;JAN 1994;Palau;Malakal Harbor;22IBA019;Royal Maritime Shipping LTD;22IBA019;T8A3922;NK;A1+A2+A3;Saiki Heavy Industries Co, Ltd.;JAPAN;Steel;7738;21955.000;148.850;12.700;9.100;0;  /  0;0
8121020;General Cargo Ship;5424;MAY 1982;Palau;Malakal Harbor;21UDG002;HAIFA MARINE SHIPPING LTD.;21UDG002;T8A3594;IS;A1+A2;J.J Sietas KG Schiffswerft;Germany;Steel;3181;8361.400;106.600;10.400;8.070;0;4 stroke  /  1;1
1018664;Ro-Ro Cargo Ship;432;NOV 1998;Palau;Malakal Harbor;23UYQ001;RAJA FERRY PORT PUBLIC COMPANY LIMITED;23UYQ001;T8A4416;Others;A1+A2;NINGBO BINHAI SHIPYARD;NINGBO,CHINA;Steel;224;;48.500;3.500;2.600;0;Other  /  3;2
9178070;General Cargo Ship;4724;JAN 1998;Palau;Malakal Harbor;13IGG087;RUI HAI INTERNATIONAL SHIPPING CO.,LIMITED;13IGG087;T8A2559;RINA;;Sanyo Zosen K.K.;Hiroshima , Japan;;2113;6175.000;96.700;11.600;7.350;0;4 stroke  /  1;0
9165059;General Cargo Ship;6870;SEP 1997;Palau;Malakal Harbor;21IDG008;RUI HAI INTERNATIONAL SHIPPING CO.,LIMITED;21IDG008;T8A3640;NK;A1+A2+A3;JAPAN;MIURA SHIPBUILDING COMPANY LIMITED;Steel;3404;9651.000;105.500;13.500;9.050;0;Other  /  1;1
8899548;Tug;204;JUL 1995;St Kitts & Nevis;Basseterre;21NYY002;Global Finavest Ltd.;21NYY002;V4ML4;IS;A1+A2;C.V. Karya Lestari Industri - Samarinda;Indonesia;Steel;62;91.000;28.200;2.900;2.100;0;2 stroke  /  2;2
9550797;Offshore Tug/Supply Vessel;1139;JAN 2009;Palau;Malakal Harbor;08CET020;Silver Ocean Trace SDN BHD;08CET020;T8A2096;IS;A1+A2+A3;Guangzhou Panyu Lingshan Shipyard Ltd;Guangzhou, China;Steel;341;1102.000;55.000;5.500;;1;4 stroke  /  2;2
8963753;Passenger;1195;JAN 1982;St Kitts & Nevis;Basseterre;10NPL029;MUKILTEO MARITIME CONTRACTOR, LLC;10NPL029;V4AV3;IS;A1+A2;Chesapeake Shipbuilding Corp;Salisbury, MD,USA ;Steel;762;1195.000;51.870;3.640;2.440;0;4 stroke  /  1;2
8502470;General Cargo Ship;5974;DEC 1985;Palau;Malakal Harbor;23IDG012;MANASSA2 M SHIPPING LTD;23IDG012;T8A4273;IS;A1+A2;Miho Zosensho K.K. - Shimizu;JAPAN;Steel;3662;9614.000;113.010;11.100;8.400;0;4 stroke  /  1;1
9292981;Crude Oil Tanker;58194;SEP 2004;Palau;Malakal Harbor;22IOA007;SAGAR SHIPHOLDING S.A.;22IOA007;T8A4078;IRS;A1+A2+A3;Samsung Heavy Industries Co.Ltd.;Korea;Steel;31243;105274.000;243.560;21.300;14.750;0;  /  0;1
8979049;Passenger;251;JAN 1961;St Kitts & Nevis;Basseterre;13NPL088;Lassmaritime Corp.;13NPL088;V4EPH2;IS;;;;;0;;;;;0;  /  0;0
7729019;Oil Tanker;3370;JAN 1978;Palau;Malakal Harbor;18STY038;Sagna Shipping Inc;18STY038;T8A2785;IS;A1+A2+A3;HUSUMER SCHIFFSWORFT;GERMANY;Steel;1581;4935.000;98.130;8.620;6.150;0;4 stroke  /  1;1
9328302;Crew Boat;494;AUG 2004;Nigeria;Lagos ;19IOE344;HULLMAS OIL LIMITED;19IOE344;5OCB2;ABS;A1+A2+A3;C&G BOAT WORKS;BAYOU LA BATRE,U.S.A;Aluminium Alloy;148;;47.980;4.270;3.350;0;4 stroke  /  4;4
9152844;General Cargo Ship;4569;JAN 1997;Panama;Panama;09NGG017;Gulf International Co Ltd;09NGG017;3FFE8;IS;A1+A2+A3+A4;CHUNG MU SHIPBUILDING CO. INC;CHUNG MU, KOREA;Steel;2871;7435.000;100.800;9.500;7.510;0;4 stroke  /  1;1
9000297;Bulk Carrier;21941;FEB 1992;St Kitts & Nevis;Basseterre;23IBA011;Samanta Shipping Ltd;23IBA011;V4FJ5;DNV GL;A1+A2+A3;ISHIKAWAJIMA - HARIMA HEAVY INDUSTRIES;JAPAN;Steel;12531;39110.000;180.800;15.300;10.930;0;2 stroke  /  1;1
9188403;Platform Supply Ship;972;MAR 1998;Panama;Panama;23UYP001;OFFSHORE VESSEL SERVICES INC;23UYP001;HP2847;IS;A1+A2;;;Steel;292;2200.000;67.060;4.570;3.660;0;2 stroke  /  2;2
7340899;Dredger;3497;MAY 1975;Bahrain;Bahrain;20IDH248;Western Coast Dredging Co. W.L.L;20IDH248;A9D3239;LR;A1;Ferguson Marine;United Kingdom;Steel;1049;;96.400;7.800;6.090;0;4 stroke  /  1;1
8914831;Ro-Ro Cargo Ship;7928;MAR 1991;Palau;Malakal Harbor;21IYQ003;GARDEN SEAWAYS LTD.;21IYQ003;T8A3696;DNV;A1+A2+A3;KEPPEL SINGAMARINE-SINGAPORE;SINGAPORE;Steel;2378;4824.000;119.390;13.600;5.510;0;4 stroke  /  2;2
9152325;General Cargo Ship;2121;SEP 1996;Panama;Panama;21IDG002;SANGLOBE SHIPPING (FZE);21IDG002;3FMH5;NK;A1+A2+A3;;;Steel;1055;3752.000;77.000;7.550;6.030;0;  /  0;0
9656450;Oil Tanker;2405;NOV 2012;Nigeria;Lagos ;21SOH005;PROPETROL LIMITED;21SOH005;5OVA;Others;A1+A2+A3;NANTONG HUIGANGANG SHIPBUILDING;CHINA;;1026;3571.000;88.800;6.900;5.400;0;  /  0;0
9607318;Oil Tanker;4126;MAY 2012;Nigeria;Lagos ;20ITY214;PROPETROL LIMITED;20ITY214;5NXF;DNV GL;;TAIZHOU HONGDA SHIPBUILDING CO LTD.;CHINA;Steel;1717;;112.010;8.000;;0;  /  0;0
9404766;Bulk Carrier;58100;FEB 2009;Panama;Panama;21SBA003;COMPAÑIA FLOR DE VAPORES, S.A.;21SBA003;3FOU3;Others;A1+A2+A3;;;;0;;;;;0;  /  0;1
NA;Fishing Vessel;153;JAN 1975;Senegal;Port of Dakar;21OFF025;SOPASEN;21OFF025;;None Or Unclassed;A1+A2+A3;;;Steel;0;;27.100;2.900;;0;  /  0;0
NA;Deck Loading Barge, Non-Propelled;947;JAN 2002;St Kitts & Nevis;Basseterre;13NND090;CCB Zamakona Offshore S.L;13NND090;N/A;IS;;P T NANDSH MUTIARA SHIPYARD;BATAM, INDONESIA;Steel;284;;;3.960;3.230;0;  /  0;0
9224570;Oil Tanker;28539;MAY 2001;Panama;Panama;22IOH002;Peregrine Falcon Shipping Inc;22IOH002;3E3418;ABS;A1+A2+A3;;;;12385;47065.000;182.500;19.100;12.650;0;  /  0;0
9301615;Oil Tanker;2097;MAY 2004;Panama;Panama;22IOH015;Spectra Shipping Line Inc;22IOH015;3E2463;LR;A1+A2+A3;;;;629;1504.000;80.000;5.500;3.410;0;  /  0;0
8594265;General Cargo Ship;5685;DEC 2004;Palau;Malakal Harbor;23ODG001;SARA RS LTD;23ODG001;T8A4220;OMCS;A1+A2+A3;SHAANXI DIESEL HEAVY INDUSTY CO. LTD;CHINA;;3219;9438.950;124.850;9.000;7.000;0;  /  1;0
8321668;General Cargo Ship;8902;JAN 1984;Palau;Malakal Harbor;10IGG030;Heliessa Marine S.A.;10IGG030;T8XR;PRS;A1+A2+A3;Schichau-Unterweser AG;Bremerhaven , Germany;Steel;3652;13046.000;127.470;11.100;8.390;0;4 stroke  /  1;1
9374387;General Cargo Ship;5232;OCT 2006;Panama;Panama;23IDG003;Patara Shipping Corporation;23IDG003;3E2260;GL;A1+A2+A3;;;;2382;6424.000;115.460;7.950;5.700;0;  /  0;1
9308778;Oil Tanker;28799;JUL 2004;Panama;Panama;22IOP001;Amelie Ltd;22IOP001;3E2250;RINA;A1+A2+A3;IMABARI SHIPBUILDING KOYO;JAPAN/KOYO;Steel;12962;47999.000;179.990;19.050;12.490;0;2 stroke  /  1;1
9546174;General Cargo Ship;22070;FEB 2010;Palau;Malakal Harbor;21IDG015;SATURN MARINE LTD;21IDG015;T8A3721;NK;A1+A2+A3;Qidong Daoda Heavy Industry Co Ltd;China;Steel;11930;33477.600;179.500;15.000;;0;2 stroke  /  2;1
NA;Fishing Vessel;536;JAN 1966;Senegal;Port of Dakar;22UFF002;MARITALIA;22UFF002;;Others;A1+A2;;;Steel;0;;59.970;3.700;;0;  /  0;0
9276200;Bulk Carrier;16960;JAN 2004;Palau;Malakal Harbor;23IBA020;LONDON TOWER SHIPPING S.A.;23IBA020;T8A4379;NK;A1+A2+A3;;;;10498;28446.000;169.260;13.600;9.780;0;  /  0;0
9184718;General Cargo Ship;2599;APR 1999;Togo;Lome;22UDG010;Gulf Link Cargo LLC;22UDG010;5VEU9;IBS;A1+A2;NIESTERN SANDER B.V.-DELFZIJL;NETHERLANDS;Steel;1226;3500.000;92.750;6.180;4.920;0;4 stroke  /  1;1
9031739;Chemical/Oil Products Tanker;4954;JAN 1991;Panama;Panama;16ITN001;Bushra Ship Management Pvt. Ltd;16ITN001;3FRO5;BV;;Higaki Zosen K.K.;Japan;Steel;2557;7715.000;114.120;8.100;6.770;0;4 stroke  /  1;0
9129756;Container Ship;4007;JUL 1995;Palau;Malakal Harbor;13NCC091;;13NCC091;T8A2543;IS;A1+A2+A3;DAESUN SHIPBUILDING CO.,LTD;KOREA;Steel;2014;5961.000;107.000;8.300;6.530;0;4 stroke  /  1;1
9595163;Bulk Carrier;22662;SEP 2011;Panama;Panama;22IBA022;SR NAVIGATION S.A;22IBA022;3FOS6;NK;A1+A2+A3;;;;12531;37152.000;186.400;15.600;11.000;0;  /  0;0
7033056;Supply Boat/Vessel;553;DEC 1970;St Kitts & Nevis;Basseterre;22STS004;PRESTIGE DIESEL TRDG LLC;22STS004;N/A;None Or Unclassed;A1+A2;J.G. Hitzler Schiffswerft und Maschinenfabrik GmbH & Co. KG;Laueberg/Elbe Germany;Steel;166;;49.430;3.950;3.440;0;  /  1;2
9921518;General Cargo Ship;316;JUN 2021;Palau;Malakal Harbor;22ODG002;Sea Fighter Co Ltd;22ODG002;T8A4047;None Or Unclassed;A1;Taichuan Shipbuilding Co., Ltd.;Keelung, Taiwan;Steel;114;480.000;42.800;3.200;2.880;0;  /  0;0
8209626;General Cargo Ship;5505;OCT 1983;Palau;Malakal Harbor;19IGG044;UNION MARITIME LTD.;19IGG044;T8A3166;INSB;A1+A2+A3;;Germany;Steel;3027;;117.510;7.950;5.880;0;  /  0;0
NA;Modular Jack Up Barge;125;JAN 1997;Senegal;Port of Dakar;22UEA001;TOUS TRAVAUX SOUS MARINS TTSM;22UEA001;;Others;A1+A2;;;Steel;0;;17.000;2.420;;0;  /  0;0
8759164;Accommodation barge;2825;JUL 1967;Palau;Malakal Harbor;22SNA001;ELECTRA MARITIME LTD;22SNA001;T8A4031;None Or Unclassed;;BETHLEHEM STEEL CORPORATION;United States Of America;Steel;847;;76.200;4.880;3.350;0;  /  0;0
9000883;LPG Tanker;42286;JUL 1991;Cameroon;Port of Kribi;23NGB001;YU HONG DE CO., LIMITED;23NGB001;TJMC902;IS;A1+A2+A3;KAWASAKI HEAVY INDUSTRIES LTD;Kobe, Japan;Steel;15519;49345.000;224.000;17.700;11.000;0;Other  /  1;1
NA;Pipe Laying Ship;40612;JAN 2012;Palau;Malakal Harbor;11CEP069;Silver Ocean Trace SDN BHD;11CEP069;T8A2099;IS;A1;SHANGHAI ZHENHUA HEAVY INDUSTRIES CO LTD;Shanghai, China;Steel;12183;;161.930;13.500;;0;  /  0;0
NA;Pleasure Yacht;27.98;JAN 2013;Palau;Malakal Harbor;19OXY127;CHUBKO YURII VADIMOVICH;19OXY127;T8A2905;None Or Unclassed;;AZIMUT S.P.A.;ITALY;;0;;;;;0;  /  0;0
7614109;Supply Boat/Vessel;178;JAN 1976;Bahrain;Bahrain;19ITS001;AL JAZEERA SHIPPING CO WLL;19ITS001;A9D2526;BV;A1;Halter Marine Services;USA;;53;;;;;0;  /  0;0
7230410;Supply Boat/Vessel;586;JAN 1982;Panama;Panama;11IYI054;QUALITY MARITIME INCORPORATED;11IYI054;HP6740;BV;;Burton Shipyard Co. Inc. ;United States Of America;Steel;175;561.000;53.350;4.270;3.700;0;2 stroke  /  2;0
9140451;Chemical/Oil Products Tanker;9553;OCT 1996;Palau;Malakal Harbor;23IOC004;SEA ROCK SHIPPING INC;23IOC004;T8A4507;IRS;A1+A2+A3;;;;4515;15313.000;138.620;12.100;8.770;0;  /  0;1
8802258;Ro-Ro Cargo Ship;3998;JAN 1989;Palau;Malakal Harbor;18NRR045;G.A.R SHIPPING LTD;18NRR045;T8A2830;RINA;A1+A2+A3;Royal Bodewes B.V. - Hoogezand ;Netherlands;Steel;1653;4001.000;90.820;10.000;6.420;0;4 stroke  /  1;0
7510676;General Cargo Ship;2219;JAN 1976;Palau;Malakal Harbor;12NGG053;Heaven Bay Shipping And Trading;12NGG053;T8A2587;IS;A1+A2;J.J. SIETAS SCHIFFSWERFT;HAMBURG, GERMANY;Steel;1382;3507.150;81.410;7.500;5.980;0;4 stroke  /  1;1
NA;Barge/Pontoon;2456;JAN 2010;St Kitts & Nevis;Basseterre;21UNB002;Sea Scarf Company Shipping & Marine Services & General Trading LLC;21UNB002;N/A;Others;A1;MAKITA SHIPBUILDING;JAPAN;Steel;737;;80.000;5.000;3.310;0;  /  0;0
9572173;Tug;282;JAN 2010;St Kitts & Nevis;Basseterre;21SYY007;Sea Scarf Company Shipping & Marine Services & General Trading LLC;21SYY007;V4MR4;KCS;;Weihai Xinghai Shipyard Co.,;CHINA;Steel;84;234.000;30.040;4.600;3.800;0;4 stroke  /  2;2
7366427;Anchor handling tug supply;704;FEB 1974;St Kitts & Nevis;Basseterre;22SYA004;PRESTIGE DIESEL TRDG LLC;22SYA004;N/A;None Or Unclassed;A1+A2;Burton Shipyard;USA;Steel;211;798.000;54.840;4.570;3.890;0;  /  0;0
9296016;Anchor handling tug supply;2690;NOV 2004;Palau;Malakal Harbor;19IEH256;RAFFAELLO MARINE FZE;19IEH256;T8A3286;BV;A1;Jaya Shipbuilding & Engineering Pte Ltd;Singapore;Steel;807;2000.000;64.000;7.500;6.100;0;4 stroke  /  2;2
9376139;Tug;1951;JAN 2006;Panama;Panama;12IWT054;;12IWT054;3EHA4;ABS;;;;;0;;;;;0;  /  0;0
7929619;General Cargo Ship;3433;JAN 1980;Palau;Malakal Harbor;21SDG001;STAR GROUP LTD;21SDG001;T8A3573;IS;A1+A2;Miho Shimizu;JAPAN;Steel;2186;;80.220;10.500;8.500;0;4 stroke  /  2;1
9109378;Bulk Carrier;27011;SEP 1995;Palau;Malakal Harbor;22IBA027;SEA STAR MARE LTD.;22IBA027;T8A3961;NK;A1+A2+A3;MITSUI ENGINEERING & SHIPBUILDING CO. LTD.;Japan;Steel;16011;46638.000;181.990;16.500;11.600;0;  /  0;0
8997132;General Cargo Ship;2622;NOV 2005;Togo;Lome;20SGG155;MCL Success Inc;20SGG155;5VHI2;IBS;A1+A2;Wenling Yongli Shiprepair & Building;CHINA;Steel;1468;3855.000;86.880;7.500;5.800;0;4 stroke  /  1;1
7435565;Supply Boat/Vessel;1243;JAN 1976;Comoros;Moroni;21UTS001;ICONIC MARINE SERVICES;21UTS001;D6A2534;DBS;A1;YOKOHAMA SHIPYARD CO;JAPAN;Steel;372;;58.180;6.400;5.200;0;4 stroke  /  3;2
7304405;Anchor handling tug supply;924;FEB 1973;St Kitts & Nevis;Basseterre;22SYA002;PRESTIGE DIESEL TRDG LLC;22SYA002;N/A;None Or Unclassed;A1+A2+A3;Carrington Slipways Pty LTD;Newcastle-Australia;Steel;277;1056.000;59.710;4.880;4.390;0;  /  0;2
9183001;Platform Supply Ship;1183;NOV 1997;Nigeria;Lagos ;22SYP002;BROOKLYN OFFSHORE LIMITED;22SYP002;5NSX4;Others;;CANDIES SHIPBUILDERS.LLC.;HOUMA. LA U.S.A;Steel;355;1637.000;61.020;4.880;4.110;0;4 stroke  /  2;2
NA;Offshore Utility Vessel;81;JAN 1973;St Kitts & Nevis;Basseterre;21STB001;Flagship Marine Management Ltd;21STB001;V4IB4;Others;A1;Djupviks Shipyard;Sweden;Aluminium Alloy;24;;27.500;2.830;2.100;0;4 stroke  /  2;2
9116216;Oil Tanker;4815;OCT 1994;St Kitts & Nevis;Charlestown;19NTY078;MENDIS MARITIME INC.;19NTY078;V4MB4;IS;A1+A2+A3;Asakawa Zosen K.K. - Imabari;Japan;Steel;2388;8406.000;106.500;9.600;7.800;0;2 stroke  /  1;1
7315727;Dredger Hopper;731;JAN 1973;Palau;Malakal Harbor;13NNG001;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;13NNG001;T8A2586;IS;A1+A2;RICHARD DUSTON (HESSLE) LTD;UK;Steel;219;887.200;45.920;4.640;4.130;12;4 stroke  /  2;2
8861034;General Cargo Ship;2452;APR 1981;Palau;Malakal Harbor;22UDG001;MARSHAL SHIPPING LLC;22UDG001;T8A3774 ;BKR;A1+A2;NAVOL OLTENITSA;ROMANIA;;969;3197.000;108.400;5.000;3.260;0;4 stroke  /  1;0
9204776;Oil Tanker;21353;JAN 2001;Palau;Malakal Harbor;20ITY176;Anwar Shipping Inc;20ITY176;T8A3433;DNV;A1+A2+A3;;;;0;;;;;0;  /  0;0
9044085;Barge Carrier;2993;JAN 1992;Panama;Panama;17NOB005;;17NOB005;;IS;;;;;0;;;;;0;  /  0;0
9256028;Oil Tanker;39085;MAR 2003;Djibouti;Djibouti;23IOH004;B Eva Navigation Inc;23IOH004;J2GS;LR;A1+A2+A3;Koyo Dockyard Co Ltd;Japan;Steel;19936;68439.000;228.540;19.500;13.200;0;2 stroke  /  1;1
8591691;Offshore Support Vessel;294;JAN 2014;Palau;Malakal Harbor;22OTC001;WATANYA MARINE SERVICES LD;22OTC001;T8A3858;None Or Unclassed;A1;Nefertiti Marine Co.;Suez - Egypt;Steel;115;319.400;41.400;2.800;2.010;0;4 stroke  /  3;2
NA;Fishing Vessel;280;JAN 2013;Senegal;Port of Dakar;23OFF007;SORECOM;23OFF007;;None Or Unclassed;A1;;;Steel;0;;40.090;3.900;;0;  /  0;0
NA;Fishing Vessel;280;JAN 2013;Senegal;Port of Dakar;23OFF009;SORECOM;23OFF009;;None Or Unclassed;A1;;;Steel;0;;40.090;;;0;  /  0;0
9209790;Tug;248;FEB 2000;Nigeria;Lagos ;23NYY003;J.T.I ORGANIZATION LIMITED;23NYY003;5OXV;IS;A1+A2;;NETHERTLANDS;Steel;74;146.000;28.500;4.250;3.260;0;4 stroke  /  1;2
8891297;Other Cargo Ship - Multi Purpose;2752;JUL 1994;Palau;Malakal Harbor;21IDK004;SINO EVER TREASURE LIMITED;21IDK004;T8A3653;CCS;A1+A2+A3;SHANDONG HUANGHAI SHIPBUILDING CO.,LTD;SHANDONG, CHINA;Steel;1541;3285.000;84.570;7.300;5.500;0;  /  0;1
8736382;General Cargo Ship;2574;OCT 2007;Cameroon;Port of Kribi;22UDG008;Pan Ocean & Land Shipping Co Ltd;22UDG008;TJM0044;USB;A1+A2+A3;Nanjing Sanxing Shipyard, China;Nanjing ,China;Steel;1491;3810.000;85.200;7.000;6.000;0;  /  1;1
9085443;General Cargo Ship;6205;JAN 1994;Palau;Malakal Harbor;13NGG058;SHD MARINE SHIPPING COMPANY LIMITED;13NGG058;T8A2711;Others;A1+A2+A3;DAE SUN SHIPBUILDING CO LTD;KOREA;Steel;2873;6859.710;103.010;8.550;8.700;0;4 stroke  /  1;1
9520728;Bulk Carrier;93417;APR 2011;Panama;Panama;19IBB097;Ever Splendid Holding Co Ltd;19IBB097;3FXL;NK;A1+A2+A3;HYUNDAI HEAVY INDUSTRIES CO.,LTD.GUNSAN SHIPYARD;KOREA;;60051;;;;;0;  /  0;0
9551519;Tug;151;JAN 2009;Kuwait;Kuwait;22SYY006;Arabian Gulf Pearl Co. Ltd;22SYY006;;None Or Unclassed;A1+A2;PT. TRIKARYA ALAM SHIPYARD;10/01/2009;Steel;45;169.000;25.000;3.500;2.250;0;4 stroke  /  2;2
9727704;Crew Utility/Supply Vessel;273;JAN 2014;Palau;Malakal Harbor;11IEB055;GRACE LINES INC;11IEB055;T8A2055;DNV GL;A1;;;;0;;;;;0;  /  0;0
8720216;General Cargo Ship;4911;MAY 1988;Panama;Panama;20SGG166;Brizolda Enterprise Ltd;20SGG166;3FZS3;ICS;A1+A2+A3;Krasnoye Sormovo Shipbuilding ;Russia;Steel;1776;6277.000;133.950;6.700;4.680;0;4 stroke  /  2;2
9015773;General Cargo Ship;8889;JAN 1992;Palau;Malakal Harbor;12CGG063;Sea Gate Management Co. Sa;12CGG063;T8A3395;IS;A1+A2+A3;FUKUOKA SHIPBUILDING CO. LTD.;FUKUOKA - JAPAN;Steel;4865;12596.280;116.780;13.500;8.800;0;2 stroke  /  1;1
6822216;Dredger;339;MAR 1968;Comoros;Moroni;20OYF147;Northern Dredging Ltd;20OYF147;D6A2887;Others;A1;Russell & Co LTD;UK;Steel;102;;34.410;3.050;2.590;0;  /  0;2
8721519;General Cargo Ship;2998;JUN 1988;Panama;Panama;20OGG028;Marlin Denizcilik Teknik Danismanlik Hizmetleri Limited Sirketi;20OGG028;3FII;Others;A1+A2;Zavody Tazkeho Strojarstva, Komarno;Czechoslovakia;Steel;999;3332.000;116.030;6.000;4.130;0;4 stroke  /  2;2
9199713;Crude Oil Tanker;57331;SEP 1999;Djibouti;Djibouti;22IOA012;Grande Ship Management Co LLC;22IOA012;J2GD;NK;A1+A2+A3;Tsuneishi Shipbuilding Co Ltd;Japan;Steel;32077;106644.000;240.500;21.200;14.850;0;4 stroke  /  1;1
8575934;Dredger;13352;OCT 2017;Palau;Malakal Harbor;21UYF001;SHENG DA SHIPPING SDN. BHD.;21UYF001;T8A3589;IS;A1;Nanjing Nanning shipyard co.,ltd;Jiangsu,China;Steel;7501;20955.000;;10.580;;0;Other  /  1;2
7610012;Tug;369;NOV 1977;Palau;Malakal Harbor;22IYY003;APAC MARINE SERVICES PVT LTD;22IYY003;T8A3903;BV;A1+A2+A3;Cochrane Shipbuilders Ltd;United Kingdom ;Steel;110;318.000;34.500;5.110;4.380;0;4 stroke  /  2;2
5102205;Oil Tanker;475;JAN 1950;Guyana;Georgetown;19OTY276;Namchand Roopnarine;19OTY276;0000651;None Or Unclassed;A1+A2;ELSFLETCHER WERG EF;ELSFLETCH GERMANY;Steel;251;450.000;49.230;;;0;4 stroke  /  1;0
9036806;Bulk Carrier;38481;JAN 1994;St Kitts & Nevis;Charlestown;23IBA022;RUYEK MARITIME INC.;23IBA022;V4HU5;RINA;A1+A2+A3;OSHIMA SHIPBUILDING CO.,LTD;Japan;Steel;24924;73350.000;225.000;19.000;13.850;0;Other  /  1;1
8913552;Bulk Carrier;25905;JUL 1991;St Kitts & Nevis;Basseterre;23SBA003;MOVING BUNKERS INC.;23SBA003;V4HZ5;Others;A1+A2;Hashihama Shipbuilding Co.,Ltd.;Japan;Steel;13656;;185.900;16.200;11.300;0;Other  /  1;1
